new_vaccinations_smoothed,date
6925756,2022-06-01 00:00:00
6755997,2022-06-02 00:00:00
6429714,2022-06-03 00:00:00
6851045,2022-06-04 00:00:00
7482633,2022-06-05 00:00:00
8183746,2022-06-06 00:00:00
8942809,2022-06-07 00:00:00
9266324,2022-06-08 00:00:00
9842764,2022-06-09 00:00:00
10164705,2022-06-10 00:00:00
9921150,2022-06-11 00:00:00
9543441,2022-06-12 00:00:00
9071450,2022-06-13 00:00:00
8431861,2022-06-14 00:00:00
8172521,2022-06-15 00:00:00
7935963,2022-06-16 00:00:00
7807089,2022-06-17 00:00:00
7726400,2022-06-18 00:00:00
7087117,2022-06-19 00:00:00
7392393,2022-06-20 00:00:00
7751056,2022-06-21 00:00:00
8272698,2022-06-22 00:00:00
8761345,2022-06-23 00:00:00
9294284,2022-06-24 00:00:00
9759397,2022-06-25 00:00:00
10320915,2022-06-26 00:00:00
10092568,2022-06-27 00:00:00
10004345,2022-06-28 00:00:00
9743621,2022-06-29 00:00:00
9256206,2022-06-30 00:00:00
8728345,2022-07-01 00:00:00
8224832,2022-07-02 00:00:00
7746510,2022-07-03 00:00:00
7509082,2022-07-04 00:00:00
7203501,2022-07-05 00:00:00
6972200,2022-07-06 00:00:00
6979146,2022-07-07 00:00:00
7136776,2022-07-08 00:00:00
7166940,2022-07-09 00:00:00
7160179,2022-07-10 00:00:00
7097276,2022-07-11 00:00:00
6912031,2022-07-12 00:00:00
6875625,2022-07-13 00:00:00
7093677,2022-07-14 00:00:00
7142987,2022-07-15 00:00:00
7163577,2022-07-16 00:00:00
7283774,2022-07-17 00:00:00
7613523,2022-07-18 00:00:00
8428940,2022-07-19 00:00:00
8796610,2022-07-20 00:00:00
8961420,2022-07-21 00:00:00
8640378,2022-07-22 00:00:00
8954504,2022-07-23 00:00:00
9148561,2022-07-24 00:00:00
8253448,2022-07-25 00:00:00
7850165,2022-07-26 00:00:00
7700915,2022-07-27 00:00:00
7413784,2022-07-28 00:00:00
7278709,2022-07-29 00:00:00
7123644,2022-07-30 00:00:00
6957664,2022-07-31 00:00:00
6709777,2022-08-01 00:00:00
6419307,2022-08-02 00:00:00
5785771,2022-08-03 00:00:00
0,2022-08-04 00:00:00
0,2022-08-05 00:00:00
0,2022-08-06 00:00:00
0,2022-08-07 00:00:00
0,2022-08-08 00:00:00
0,2022-08-09 00:00:00
